Bio ID,First,Middle,Last,District: Address,District: Phone,District: Fax,Initial 
A000022,Gary,L.,Ackerman,"218-14 Northern Boulevard Bayside, New York 11361",(718) 423-2154, (718) 423-5053 
W000672,Frank,R.,Wolf,"
13873 Park Center Road, #130, Herndon, Virginia 20171",(703) 709-5800,(703) 709-5802 
W000672,Frank,R.,Wolf,"110 North Cameron Street, Winchester, Virginia 22601",(540) 667-0990,(540) 678-0402
W000809,Steve,,Womack,"423 North 6th Street, Fort Smith, Arkansas 72902",(479) 424-1146,(479) 424-2739 
W000809,Steve,,Womack,"303 North Main Street, Suite 102, Harrison, Arkansas 72601",(870) 741-6900,(870) 741-7741 
W000809,Steve,,Womack,"3333 Pinnacle Hills, Suite 120, Rogers, Arkansas 72758",(479) 464-0446
W000810,Rob,,Woodall,"75 Langley Drive, Lawrenceville, Georgia 30045",(770) 232-3005,(770) 232-2909 
W000738,Lynn,C.,Woolsey,"1101 College Avenue, Suite 200, Santa Rosa, California 95404",(707) 542-7182,(707) 542-2745 
W000738,Lynn,C.,Woolsey,"1050 Northgate Drive, Suite 354, San Rafael, California 94903",(415) 507-9554,(415) 507-9601 
W000779,	 Ron,,Wyden	,"911 NE 11th Avenue, Suite 630, Portland, Oregon 97232",(503) 326-7525,(503) 326-7528 
W000779,	 Ron,,Wyden	,"405 East 8th Avenue, Suite 2020, Eugene, Oregon 97401",(541) 431-0229,(541) 431-0610 
W000779,	 Ron,,Wyden	,"131 NW Hawthorne Avenue, Suite 107, Bend, Oregon 97701",(541) 330-9142,(541) 330-6266 
W000779,	 Ron,,Wyden	,"SAC Annex Building, 105 Fir Street, Suite 201, LaGrande, Oregon 97850",(541) 962-7691,N/A
W000779,	 Ron,,Wyden	,"310 West 6th Street, Room 118, Medford, Oregon 97501",(541) 858-5122,(541) 858-5126
W000779,	 Ron,,Wyden	,"707 13th Street, SE, Suite 285, Salem, Oregon 97301",(503) 589-4555,(503) 589-4749 ,Tamar
Y000062,John,A.,Yarmuth,"600 Martin Luther King Jr. Place, Suite 216,  Louisville, Kentucky 40202",(502) 582-5129,(502) 582-5897 
Y000062,John,A.,Yarmuth,"7219 Dixie Highway, Louisville, Kentucky 40258",(502) 933-5863,(502) 935-6934 
Y000063,Kevin,,Yoder,"500 State Avenue, #176, Kansas City, Kansas 66101",(913) 621-0832,(913) 621-1533
Y000031,C.,W. Bill,Young,"360 Central Avenue, #1480, St. Petersburg, Florida 33701",(727) 893-3191,(727) 893-3126 
Y000031,C.,W. Bill,Young,"9210 113th Street, Seminole, Florida 33772",(727) 394-6950,(727) 394-6955 
Y000033,Don,,Young,"805 Frontage Road, Suite 110, Kenai, Alaska 99611-7716",(907) 283-7701,N/A
Y000033,Don,,Young,"612 West Willoughby Avenue, Suite B, Juneau, Alaska 99802",(907) 586-7400,(907) 586-8922 
Y000033,Don,,Young,"101 12th Avenue, #10, Fairbanks, Alaska 99701-6275",(907) 456-0210,(907) 456-0279 
Y000033,Don,,Young,"510 L Street, Suite 580Anchorage, Alaska 99501-1954",(907) 271-5978,(907) 271-5950 
"Y000064
",Todd,C.,Young,"279 Quartermaster, Jeffersonville, Indiana 47130",(812) 288-3999,(812) 288-3873 ,Tamar
"Y000064
",Todd,C.,Young,"320 West 8th Street, Suite 114, 
                                                          Bloomington, Indiana 47404",(812) 336-3000,(812) 336-3355 
